C,break_ties,cache_size,class_weight,coef0,decision_function_shape,degree,gamma,kernel,max_iter,probability,random_state,shrinking,tol,verbose
0.14949386065204184,False,200,"{0: 1, 1: 5}",0.0,ovr,4,0.01906064345328208,poly,-1,False,,True,0.001,False
