train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc
0.9403768741613675,0.6858565228491192,0.7931993209162709,47004,0.3593926247288503,0.8020914020139427,0.49637485769069445,10328,0.7067955068722528,0.8020914020139427,0.3593926247288503,0.49637485769069445,0.38245510183644005,0.9222647005279446,0.5930463963788192,0.7218923668835795,25627,0.3476574716957528,0.812691914022518,0.4869885218610357,6839,0.6393149756668515,0.812691914022518,0.3476574716957528,0.4869885218610357,0.3309346855467129
