vectorization,kernel,degree,C,gamma,random_state,class_weight,train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1
glove,rbf,X,0.01,0.01,40,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.01,42,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.01,44,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.1,40,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.1,42,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.1,44,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,1.0,40,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,1.0,42,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,1.0,44,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.01,40,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.01,42,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.01,44,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.1,40,"{0: 1, 1: 3}",0.9337687229360403,0.9995440729483283,0.9655374903659119,13160,0.8378378378378378,0.032157676348547715,0.061938061938061936,964,0.933517417162277,0.032157676348547715,0.8378378378378378,0.061938061938061936,0.9404367968232958,0.9994724810972393,0.9690563464325292,5687,0.7,0.01907356948228883,0.037135278514588865,367,0.9400396432111001,0.01907356948228883,0.7,0.037135278514588865
glove,rbf,X,0.01,0.1,42,"{0: 1, 1: 3}",0.9337687229360403,0.9995440729483283,0.9655374903659119,13160,0.8378378378378378,0.032157676348547715,0.061938061938061936,964,0.933517417162277,0.032157676348547715,0.8378378378378378,0.061938061938061936,0.9404367968232958,0.9994724810972393,0.9690563464325292,5687,0.7,0.01907356948228883,0.037135278514588865,367,0.9400396432111001,0.01907356948228883,0.7,0.037135278514588865
glove,rbf,X,0.01,0.1,44,"{0: 1, 1: 3}",0.9337687229360403,0.9995440729483283,0.9655374903659119,13160,0.8378378378378378,0.032157676348547715,0.061938061938061936,964,0.933517417162277,0.032157676348547715,0.8378378378378378,0.061938061938061936,0.9404367968232958,0.9994724810972393,0.9690563464325292,5687,0.7,0.01907356948228883,0.037135278514588865,367,0.9400396432111001,0.01907356948228883,0.7,0.037135278514588865
glove,rbf,X,0.01,1.0,40,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,1.0,42,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,1.0,44,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
glove,rbf,X,0.01,0.01,40,"{0: 1, 1: 5}",0.9318133541032358,1.0,0.9647032950921819,13160,1.0,0.001037344398340249,0.002072538860103627,964,0.9318181818181818,0.001037344398340249,1.0,0.002072538860103627,0.93953411531472,1.0,0.968824531516184,5687,1.0,0.0027247956403269754,0.005434782608695652,367,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
glove,rbf,X,0.01,0.01,42,"{0: 1, 1: 5}",0.9318133541032358,1.0,0.9647032950921819,13160,1.0,0.001037344398340249,0.002072538860103627,964,0.9318181818181818,0.001037344398340249,1.0,0.002072538860103627,0.93953411531472,1.0,0.968824531516184,5687,1.0,0.0027247956403269754,0.005434782608695652,367,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
glove,rbf,X,0.01,0.01,44,"{0: 1, 1: 5}",0.9318133541032358,1.0,0.9647032950921819,13160,1.0,0.001037344398340249,0.002072538860103627,964,0.9318181818181818,0.001037344398340249,1.0,0.002072538860103627,0.93953411531472,1.0,0.968824531516184,5687,1.0,0.0027247956403269754,0.005434782608695652,367,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
glove,rbf,X,0.01,0.1,40,"{0: 1, 1: 5}",0.9622398789254635,0.9662613981762918,0.9642464454976304,13160,0.5115511551155115,0.4823651452282158,0.49652963160704755,964,0.9332342112715944,0.4823651452282158,0.5115511551155115,0.49652963160704755,0.969274236270528,0.965183752417795,0.9672246696035243,5687,0.4936061381074169,0.5258855585831063,0.5092348284960422,367,0.9385530227948464,0.5258855585831063,0.4936061381074169,0.5092348284960422
glove,rbf,X,0.01,0.1,42,"{0: 1, 1: 5}",0.9622398789254635,0.9662613981762918,0.9642464454976304,13160,0.5115511551155115,0.4823651452282158,0.49652963160704755,964,0.9332342112715944,0.4823651452282158,0.5115511551155115,0.49652963160704755,0.969274236270528,0.965183752417795,0.9672246696035243,5687,0.4936061381074169,0.5258855585831063,0.5092348284960422,367,0.9385530227948464,0.5258855585831063,0.4936061381074169,0.5092348284960422
