,precision,recall,f1-score,support
0,0.906617708420262,0.6046977624401647,0.7255000166950483,17966.0
1,0.338918365447268,0.7649159663865546,0.46971553892794937,4760.0
accuracy,0.63825574232157,0.63825574232157,0.63825574232157,0.63825574232157
macro avg,0.622768036933765,0.6848068644133596,0.5976077778114988,22726.0
weighted avg,0.7877120993138882,0.63825574232157,0.6719255154994401,22726.0
