mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
34.68461871147156,0.0014138221740722656,28.141872882843018,0.007611989974975586,0.3845401188473625,"{0: 1, 1: 1}",5,0.0831993941811405,poly,"{'C': 0.3845401188473625, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.0831993941811405, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,4
146.7778012752533,0.14347362518310547,76.85581970214844,3.4714674949645996,0.6086584841970366,"{0: 1, 1: 5}",4,0.025599452033620268,poly,"{'C': 0.6086584841970366, 'class_weight': {0: 1, 1: 5}, 'degree': 4, 'gamma': 0.025599452033620268, 'kernel': 'poly'}",0.3046075589992311,0.30456642612090384,0.3045869925600675,2.0566439163621775e-05,1
34.60879862308502,0.03253519535064697,28.406200647354126,0.2162461280822754,0.06808361216819946,"{0: 1, 1: 1}",5,0.012058449429580245,poly,"{'C': 0.06808361216819946, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.012058449429580245, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,4
87.7808849811554,0.17612648010253906,60.817936420440674,0.1638808250427246,0.9799098521619943,"{0: 1, 1: 3}",4,0.010077876584101433,poly,"{'C': 0.9799098521619943, 'class_weight': {0: 1, 1: 3}, 'degree': 4, 'gamma': 0.010077876584101433, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,4
34.912240386009216,0.17653930187225342,28.444891452789307,0.026741743087768555,1.0022115592912175,"{0: 1, 1: 1}",4,0.062475643163223786,poly,"{'C': 1.0022115592912175, 'class_weight': {0: 1, 1: 1}, 'degree': 4, 'gamma': 0.062475643163223786, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,4
34.571449875831604,0.3322075605392456,28.514168977737427,0.09390759468078613,0.4419450186421158,"{0: 1, 1: 1}",5,0.07118528947223794,poly,"{'C': 0.4419450186421158, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.07118528947223794, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,4
128.57922494411469,0.3469356298446655,80.94881570339203,0.13541162014007568,0.14949386065204184,"{0: 1, 1: 5}",4,0.01906064345328208,poly,"{'C': 0.14949386065204184, 'class_weight': {0: 1, 1: 5}, 'degree': 4, 'gamma': 0.01906064345328208, 'kernel': 'poly'}",0.3046075589992311,0.30456642612090384,0.3045869925600675,2.0566439163621775e-05,1
146.96605467796326,0.8795678615570068,79.4628244638443,0.009346842765808105,0.6283860093330873,"{0: 1, 1: 5}",3,0.014645041271999773,poly,"{'C': 0.6283860093330873, 'class_weight': {0: 1, 1: 5}, 'degree': 3, 'gamma': 0.014645041271999773, 'kernel': 'poly'}",0.3046075589992311,0.30456642612090384,0.3045869925600675,2.0566439163621775e-05,1
33.88773429393768,0.22235071659088135,28.250524163246155,0.07137715816497803,0.6175448519014384,"{0: 1, 1: 1}",3,0.01650515929852795,poly,"{'C': 0.6175448519014384, 'class_weight': {0: 1, 1: 1}, 'degree': 3, 'gamma': 0.01650515929852795, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,4
88.49599766731262,0.17704391479492188,60.8856338262558,0.030724644660949707,0.9588855372533333,"{0: 1, 1: 3}",4,0.04854165025399162,poly,"{'C': 0.9588855372533333, 'class_weight': {0: 1, 1: 3}, 'degree': 4, 'gamma': 0.04854165025399162, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,4
