,precision,recall,f1-score,support
0,0.8293510250910361,0.9254146721585217,0.8747533738457897,17966.0
1,0.49981336319522207,0.28130252100840336,0.35999462293318996,4760.0
accuracy,0.7905042682390214,0.7905042682390214,0.7905042682390214,0.7905042682390214
macro avg,0.6645821941431291,0.6033585965834625,0.6173739983894898,22726.0
weighted avg,0.7603287919385203,0.7905042682390214,0.7669362632964641,22726.0
