mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
228.92474019527435,0.5128241777420044,348.7098593711853,120.24080324172974,0.3845401188473625,"{0: 1, 1: 1}",5,0.0831993941811405,rbf,"{'C': 0.3845401188473625, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.0831993941811405, 'kernel': 'rbf'}",0.06443251249768561,0.05803571428571429,0.06123411339169995,0.0031983991059856623,7
415.55264711380005,2.479396104812622,355.30941581726074,0.3400118350982666,0.6086584841970366,"{0: 1, 1: 5}",4,0.025599452033620268,rbf,"{'C': 0.6086584841970366, 'class_weight': {0: 1, 1: 5}, 'degree': 4, 'gamma': 0.025599452033620268, 'kernel': 'rbf'}",0.47895603103691514,0.47207916208552747,0.4755175965612213,0.0034384344756938356,3
209.43896448612213,3.8082653284072876,234.05041313171387,3.717179775238037,0.06808361216819946,"{0: 1, 1: 1}",5,0.012058449429580245,rbf,"{'C': 0.06808361216819946, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.012058449429580245, 'kernel': 'rbf'}",0.0,0.0,0.0,0.0,9
360.5454100370407,0.0680772066116333,312.78530406951904,4.936194896697998,0.9799098521619943,"{0: 1, 1: 3}",4,0.010077876584101433,rbf,"{'C': 0.9799098521619943, 'class_weight': {0: 1, 1: 3}, 'degree': 4, 'gamma': 0.010077876584101433, 'kernel': 'rbf'}",0.4754126547455296,0.48010358221838584,0.4777581184819577,0.0023454637364281328,2
164.6488140821457,0.6933330297470093,208.10071325302124,4.654008626937866,1.0022115592912175,"{0: 1, 1: 1}",4,0.062475643163223786,rbf,"{'C': 1.0022115592912175, 'class_weight': {0: 1, 1: 1}, 'degree': 4, 'gamma': 0.062475643163223786, 'kernel': 'rbf'}",0.10654708520179372,0.10180505415162457,0.10417606967670914,0.002371015525084577,6
173.12356042861938,18.5841863155365,221.37068450450897,1.825065016746521,0.4419450186421158,"{0: 1, 1: 1}",5,0.07118528947223794,rbf,"{'C': 0.4419450186421158, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.07118528947223794, 'kernel': 'rbf'}",0.057652966338106744,0.053711301753077215,0.05568213404559198,0.0019708322925147646,8
392.965948343277,2.973998546600342,403.62288665771484,86.18719935417175,0.14949386065204184,"{0: 1, 1: 5}",4,0.01906064345328208,rbf,"{'C': 0.14949386065204184, 'class_weight': {0: 1, 1: 5}, 'degree': 4, 'gamma': 0.01906064345328208, 'kernel': 'rbf'}",0.46497764530551416,0.45649730215827344,0.4607374737318938,0.0042401715736203605,5
393.8144985437393,0.46678149700164795,262.5136853456497,3.5736979246139526,0.6283860093330873,"{0: 1, 1: 5}",3,0.014645041271999773,rbf,"{'C': 0.6283860093330873, 'class_weight': {0: 1, 1: 5}, 'degree': 3, 'gamma': 0.014645041271999773, 'kernel': 'rbf'}",0.4718162839248434,0.4652761861104744,0.4685462350176589,0.0032700489071845196,4
204.746879696846,2.3925594091415405,205.02407896518707,2.1559113264083862,0.6175448519014384,"{0: 1, 1: 1}",3,0.01650515929852795,rbf,"{'C': 0.6175448519014384, 'class_weight': {0: 1, 1: 1}, 'degree': 3, 'gamma': 0.01650515929852795, 'kernel': 'rbf'}",0.0,0.0,0.0,0.0,9
282.2338615655899,40.01736891269684,191.02146339416504,40.40769290924072,0.9588855372533333,"{0: 1, 1: 3}",4,0.04854165025399162,rbf,"{'C': 0.9588855372533333, 'class_weight': {0: 1, 1: 3}, 'degree': 4, 'gamma': 0.04854165025399162, 'kernel': 'rbf'}",0.5084521047398077,0.5084152641226461,0.5084336844312269,1.8420308580791023e-05,1
