train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc
0.9558140851449275,0.71838566930474,0.8202642957780694,47004,0.3984275586257044,0.8488574748257165,0.5423110231349746,10328,0.7418893462638666,0.8488574748257165,0.3984275586257044,0.5423110231349746,0.44826459127885,0.7866692131398014,0.9170655682956697,0.8468774094063224,17966,0.1638608305274972,0.06134453781512605,0.08926933659431366,4760,0.7378333186658453,0.06134453781512605,0.1638608305274972,0.08926933659431366,-0.03268105120596026
