,precision,recall,f1-score,support
0,0.7856745994999537,0.9445062896582433,0.8578000202204024,17966.0
1,0.11613475177304965,0.027521008403361344,0.04449728260869565,4760.0
accuracy,0.7524421367596585,0.7524421367596585,0.7524421367596585,0.7524421367596585
macro avg,0.45090467563650166,0.48601364903080235,0.451148651414549,22726.0
weighted avg,0.6454383205604103,0.7524421367596585,0.6874523553857758,22726.0
