,precision,recall,f1-score,support
0,0.8430747623163354,0.8686964265835467,0.8556938428641921,17966.0
1,0.44019933554817275,0.3897058823529412,0.41341653666146644,4760.0
accuracy,0.7683710287776115,0.7683710287776115,0.7683710287776115,0.7683710287776115
macro avg,0.641637048932254,0.629201154468244,0.6345551897628293,22726.0
weighted avg,0.758691807488541,0.7683710287776115,0.763058096251283,22726.0
