,precision,recall,f1-score,support
0,0.6664289632473944,0.4962624075813897,0.5688932593477091,24481.0
1,0.22852674382233343,0.37528251489624,0.2840701426960613,9734.0
accuracy,0.4618442203711822,0.4618442203711822,0.4618442203711822,0.4618442203711822
macro avg,0.4474778535348639,0.43577246123881486,0.4264817010218852,34215.0
weighted avg,0.5418479255772631,0.4618442203711822,0.4878624770157746,34215.0
