,precision,recall,f1-score,support
0,0.9072230538922156,0.6933527830215662,0.7859991569663759,34962.0
1,0.5159819413092551,0.8217572620074777,0.6339231238560098,13908.0
accuracy,0.7298956414978515,0.7298956414978515,0.7298956414978515,0.7298956414978515
macro avg,0.7116024976007354,0.757555022514522,0.7099611404111928,48870.0
weighted avg,0.7958790515635106,0.7298956414978515,0.7427195689062374,48870.0
