,precision,recall,f1-score,support
0,0.8553334161182168,0.7667816987643327,0.8086405259450576,17966.0
1,0.36706948640483383,0.5105042016806722,0.4270650263620387,4760.0
accuracy,0.7131039338202939,0.7131039338202939,0.7131039338202939,0.7131039338202939
macro avg,0.6112014512615254,0.6386429502225024,0.6178527761535482,22726.0
weighted avg,0.7530656916864777,0.7131039338202939,0.7287188777000884,22726.0
