,precision,recall,f1-score,support
0,0.9223578689278235,0.704608420806181,0.798911600743297,25627.0
1,0.4126774769183024,0.7777452843983038,0.5392335766423357,6839.0
accuracy,0.7200147846978378,0.7200147846978378,0.7200147846978378,0.7200147846978378
macro avg,0.667517672923063,0.7411768526022424,0.6690725886928164,32466.0
weighted avg,0.8149931119219368,0.7200147846978378,0.7442101282235387,32466.0
