C,break_ties,cache_size,class_weight,coef0,decision_function_shape,degree,gamma,kernel,max_iter,probability,random_state,shrinking,tol,verbose
0.9588855372533333,False,200,"{0: 1, 1: 3}",0.0,ovr,4,0.04854165025399162,rbf,-1,False,,True,0.001,False
