,precision,recall,f1-score,support
0,0.8036832412523021,0.24290326171657575,0.3730552231150624,17966.0
1,0.2135753931544866,0.7760504201680672,0.33496554225607544,4760.0
accuracy,0.3545718560239373,0.3545718560239373,0.3545718560239373,0.3545718560239373
macro avg,0.5086293172033943,0.5094768409423215,0.35401038268556895,22726.0
weighted avg,0.6800841319965772,0.3545718560239373,0.3650772735907828,22726.0
