,precision,recall,f1-score,support
0,0.9717041800643087,0.11792250360947439,0.21032118871141733,25627.0
1,0.2299700231639188,0.9871326217283228,0.3730349495786711,6839.0
accuracy,0.3010226082671102,0.3010226082671102,0.3010226082671102,0.3010226082671102
macro avg,0.6008371016141137,0.5525275626688986,0.29167806914504424,32466.0
weighted avg,0.8154570323084481,0.3010226082671102,0.2445970283766409,32466.0
