train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc
0.9354691467206802,0.6976214790230618,0.7992249290127594,47004,0.3620449750886485,0.7809837335398916,0.49474039316711144,10328,0.7126386660154888,0.7809837335398916,0.3620449750886485,0.49474039316711144,0.37734839274738424,0.7816662136450122,0.6402649448959145,0.7039348877057707,17966,0.19313358302122346,0.325,0.2422866092404072,4760,0.574232157000792,0.325,0.19313358302122346,0.2422866092404072,-0.02958598403691285
