,precision,recall,f1-score,support
0,0.9152093534525831,0.7147539704218208,0.8026555071098356,25627.0
1,0.412945711532284,0.7518643076473168,0.5330983360116117,6839.0
accuracy,0.7225713053656132,0.7225713053656132,0.7225713053656132,0.7225713053656132
macro avg,0.6640775324924335,0.7333091390345687,0.6678769215607236,32466.0
weighted avg,0.809406943328363,0.7225713053656132,0.7458729809858673,32466.0
