mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_gamma,param_kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
727.6333085298538,326.4417659044266,421.00380980968475,58.01857578754425,0.3845401188473625,"{0: 1, 1: 1}",0.028343478986616377,sigmoid,"{'C': 0.3845401188473625, 'class_weight': {0: 1, 1: 1}, 'gamma': 0.028343478986616377, 'kernel': 'sigmoid'}",0.256914948720605,0.2635793118372647,0.26024713027893487,0.003332181558329844,8
348.77097404003143,2.736059784889221,239.07603406906128,0.366779088973999,0.7896910002727693,"{0: 1, 1: 1}",0.025601864044243652,sigmoid,"{'C': 0.7896910002727693, 'class_weight': {0: 1, 1: 1}, 'gamma': 0.025601864044243652, 'kernel': 'sigmoid'}",0.26096646742984503,0.2688086210337258,0.2648875442317854,0.0039210768019403985,7
771.192162156105,234.0135327577591,587.6366311311722,63.204111218452454,0.16599452033620266,"{0: 1, 1: 5}",0.05592488919658672,sigmoid,"{'C': 0.16599452033620266, 'class_weight': {0: 1, 1: 5}, 'gamma': 0.05592488919658672, 'kernel': 'sigmoid'}",0.33090285224104654,0.35113995673156934,0.3410214044863079,0.010118552245261397,6
1241.6588600873947,58.71794021129608,725.9004510641098,14.927408576011658,0.34370861113902185,"{0: 1, 1: 5}",0.012058449429580245,sigmoid,"{'C': 0.34370861113902185, 'class_weight': {0: 1, 1: 5}, 'gamma': 0.012058449429580245, 'kernel': 'sigmoid'}",0.44286222855108576,0.4431610584006128,0.4430116434758493,0.00014941492476353013,1
807.4302921295166,31.87060236930847,388.3704080581665,5.430331230163574,0.9799098521619943,"{0: 1, 1: 3}",0.031233911067827615,sigmoid,"{'C': 0.9799098521619943, 'class_weight': {0: 1, 1: 3}, 'gamma': 0.031233911067827615, 'kernel': 'sigmoid'}",0.32797134483881474,0.36390374331550807,0.3459375440771614,0.017966199238346664,5
1056.0153002738953,6.730981111526489,281.6286510229111,10.065321326255798,0.19182496720710063,"{0: 1, 1: 1}",0.07174815096277165,sigmoid,"{'C': 0.19182496720710063, 'class_weight': {0: 1, 1: 1}, 'gamma': 0.07174815096277165, 'kernel': 'sigmoid'}",0.2329189457981104,0.2549284885968303,0.24392371719747036,0.011004771399359958,10
1004.1970623731613,71.20043504238129,267.00587713718414,3.762987732887268,0.6216531604882809,"{0: 1, 1: 1}",0.05319450186421158,sigmoid,"{'C': 0.6216531604882809, 'class_weight': {0: 1, 1: 1}, 'gamma': 0.05319450186421158, 'kernel': 'sigmoid'}",0.24091134224863794,0.26179721287842384,0.2513542775635309,0.010442935314892945,9
767.7101924419403,144.7839641571045,426.29607248306274,34.27003240585327,0.3012291401980419,"{0: 1, 1: 5}",0.04998609717152555,sigmoid,"{'C': 0.3012291401980419, 'class_weight': {0: 1, 1: 5}, 'gamma': 0.04998609717152555, 'kernel': 'sigmoid'}",0.36443468715697036,0.3332622601279318,0.3488484736424511,0.015586213514519276,3
696.322425365448,14.288920164108276,399.6604577302933,19.322686076164246,0.05666566321361543,"{0: 1, 1: 5}",0.0556069984217036,sigmoid,"{'C': 0.05666566321361543, 'class_weight': {0: 1, 1: 5}, 'gamma': 0.0556069984217036, 'kernel': 'sigmoid'}",0.36417419884963026,0.3537392271337225,0.3589567129916764,0.0052174858579538685,2
654.9259378910065,21.106412887573242,232.46057212352753,68.53887140750885,0.7951759613930136,"{0: 1, 1: 5}",0.04824619912671628,sigmoid,"{'C': 0.7951759613930136, 'class_weight': {0: 1, 1: 5}, 'gamma': 0.04824619912671628, 'kernel': 'sigmoid'}",0.36508459679191385,0.3320002132992055,0.34854240504555967,0.016542191746354185,4
