,precision,recall,f1-score,support
0,0.690176322418136,0.42530942363465546,0.526297166830945,24481.0
1,0.2645198389879241,0.5198274090815698,0.35062190347503724,9734.0
accuracy,0.4521993277802134,0.4521993277802134,0.4521993277802134,0.4521993277802134
macro avg,0.47734808070303003,0.47256841635811264,0.4384595351529911,34215.0
weighted avg,0.5690791366893713,0.4521993277802134,0.47631841442684136,34215.0
