train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc
0.9656681252103669,0.793485660794826,0.871150454879886,47004,0.4811588005772623,0.8716111541440743,0.6200365051486035,10328,0.8075594781273984,0.8716111541440743,0.4811588005772623,0.6200365051486035,0.5451450863488476,0.92261265408419,0.7038670152573457,0.7985302580902208,25627,0.4123886953155246,0.7787688258517327,0.5392325604940771,6839,0.7196451672518943,0.7787688258517327,0.4123886953155246,0.5392325604940771,0.40209906495813635
