model,variant,train_acc,train_prec,train_rec,train_f1,test_acc,test_prec,test_rec,test_f1
SVM,"best_params={'C': 1, 'class_weight': {0: 1, 1: 3}, 'degree': 3, 'gamma': 0.01, 'kernel': 'linear', 'random_state': 42}",0.9815284317276349,0.8511128165771297,0.8718553459119497,0.8613592233009708,0.9554509235784137,0.6694214876033058,0.6078799249530957,0.6371681415929205
