train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc
0.0,0.0,0.0,47004,0.1801437242726575,1.0,0.305291161690807,10328,0.1801437242726575,1.0,0.1801437242726575,0.305291161690807,0.0,0.0,0.0,0.0,25627,0.21065114273393704,1.0,0.34799643811219944,6839,0.21065114273393704,1.0,0.21065114273393704,0.34799643811219944,0.0
