,precision,recall,f1-score,support
0,0.0,0.0,0.0,25627.0
1,0.21065114273393704,1.0,0.34799643811219944,6839.0
accuracy,0.21065114273393704,0.21065114273393704,0.21065114273393704,0.21065114273393704
macro avg,0.10532557136696852,0.5,0.17399821905609972,32466.0
weighted avg,0.044373903935113514,0.21065114273393704,0.07330584735567461,32466.0
