,precision,recall,f1-score,support
0,0.9191745485812554,0.7091348967885434,0.8006079562976344,25627.0
1,0.41283970066955494,0.7663401082029536,0.5366028463192383,6839.0
accuracy,0.7211852399433253,0.7211852399433253,0.7211852399433253,0.7211852399433253
macro avg,0.6660071246254051,0.7377375024957484,0.6686054013084364,32466.0
weighted avg,0.8125145342626415,0.7211852399433253,0.7449949781930865,32466.0
