,precision,recall,f1-score,support
0,0.7875560814475177,0.8891239007013247,0.8352636670239746,17966.0
1,0.18460908718788374,0.09474789915966386,0.12522560044425934,4760.0
accuracy,0.7227404734665142,0.7227404734665142,0.7227404734665142,0.7227404734665142
macro avg,0.4860825843177007,0.4919358999304943,0.48024463373411697,22726.0
weighted avg,0.6612677908255051,0.7227404734665142,0.686544966112268,22726.0
