,precision,recall,f1-score,support
0,0.7177775128174556,0.9836199501654345,0.8299298626548794,24481.0
1,0.3988005997001499,0.027326895418122048,0.05114892798769349,9734.0
accuracy,0.71155925763554,0.71155925763554,0.71155925763554,0.71155925763554
macro avg,0.5582890562588028,0.5054734227917782,0.4405393953212865,34215.0
weighted avg,0.6270301425914186,0.71155925763554,0.6083704992747716,34215.0
