mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
1631.770770907402,6.6110135316848755,903.2023946046829,6.620160937309265,0.3845401188473625,"{0: 1, 1: 1}",5,0.0831993941811405,rbf,"{'C': 0.3845401188473625, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.0831993941811405, 'kernel': 'rbf'}",0.2228533244236552,0.22181208053691276,0.22233270248028397,0.0005206219433712272,9
1110.2497744560242,16.813876390457153,902.990024805069,1.039783239364624,0.6086584841970366,"{0: 1, 1: 5}",4,0.025599452033620268,rbf,"{'C': 0.6086584841970366, 'class_weight': {0: 1, 1: 5}, 'degree': 4, 'gamma': 0.025599452033620268, 'kernel': 'rbf'}",0.5308433897390952,0.5291406885334778,0.5299920391362865,0.0008513506028086648,3
479.47620141506195,5.216395020484924,542.1171087026596,2.919212222099304,0.06808361216819946,"{0: 1, 1: 1}",5,0.012058449429580245,rbf,"{'C': 0.06808361216819946, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.012058449429580245, 'kernel': 'rbf'}",0.006941766293868106,0.005788153579008296,0.006364959936438201,0.0005768063574299051,10
778.043545126915,4.72231137752533,813.4015610218048,1.5767009258270264,0.9799098521619943,"{0: 1, 1: 3}",4,0.010077876584101433,rbf,"{'C': 0.9799098521619943, 'class_weight': {0: 1, 1: 3}, 'degree': 4, 'gamma': 0.010077876584101433, 'kernel': 'rbf'}",0.539986559139785,0.5487023929895518,0.5443444760646684,0.004357916924883409,1
1788.3288996219635,7.848106861114502,627.6865005493164,0.21913599967956543,1.0022115592912175,"{0: 1, 1: 1}",4,0.062475643163223786,rbf,"{'C': 1.0022115592912175, 'class_weight': {0: 1, 1: 1}, 'degree': 4, 'gamma': 0.062475643163223786, 'kernel': 'rbf'}",0.38225550914590234,0.37812816432807755,0.38019183673699,0.0020636724089123926,6
1473.055382490158,2.886617422103882,597.5947929620743,3.0252312421798706,0.4419450186421158,"{0: 1, 1: 1}",5,0.07118528947223794,rbf,"{'C': 0.4419450186421158, 'class_weight': {0: 1, 1: 1}, 'degree': 5, 'gamma': 0.07118528947223794, 'kernel': 'rbf'}",0.2623426911907067,0.25286228328426563,0.25760248723748613,0.004740203953220529,7
923.120244383812,1.8775674104690552,712.7732148170471,3.5601871013641357,0.14949386065204184,"{0: 1, 1: 5}",4,0.01906064345328208,rbf,"{'C': 0.14949386065204184, 'class_weight': {0: 1, 1: 5}, 'degree': 4, 'gamma': 0.01906064345328208, 'kernel': 'rbf'}",0.5115760802278074,0.5069530667991061,0.5092645735134568,0.002311506714350653,5
788.960481762886,6.597805619239807,1714.005973815918,7.230334043502808,0.6283860093330873,"{0: 1, 1: 5}",3,0.014645041271999773,rbf,"{'C': 0.6283860093330873, 'class_weight': {0: 1, 1: 5}, 'degree': 3, 'gamma': 0.014645041271999773, 'kernel': 'rbf'}",0.5208161189855718,0.5185750636132316,0.5196955912994017,0.001120527686170103,4
1484.206743836403,0.697795033454895,298.17626571655273,1.0499186515808105,0.6175448519014384,"{0: 1, 1: 1}",3,0.01650515929852795,rbf,"{'C': 0.6175448519014384, 'class_weight': {0: 1, 1: 1}, 'degree': 3, 'gamma': 0.01650515929852795, 'kernel': 'rbf'}",0.24898025779083047,0.22642140468227426,0.23770083123655236,0.011279426554278105,8
1898.6943970918655,9.087806820869446,229.6166214942932,1.6401917934417725,0.9588855372533333,"{0: 1, 1: 3}",4,0.04854165025399162,rbf,"{'C': 0.9588855372533333, 'class_weight': {0: 1, 1: 3}, 'degree': 4, 'gamma': 0.04854165025399162, 'kernel': 'rbf'}",0.5323336457357076,0.5290934978642621,0.5307135717999849,0.0016200739357227767,2
