train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc
0.9068976731809715,0.652582758914135,0.7590037982357379,47004,0.30537241056616615,0.6951006971340047,0.42432839790761584,10328,0.6602420986534571,0.6951006971340047,0.30537241056616615,0.42432839790761584,0.27166670081707267,0.7914223091049108,0.7436268507180229,0.766780497603811,17966,0.2119760479041916,0.26029411764705884,0.23366336633663365,4760,0.6423919739505413,0.26029411764705884,0.2119760479041916,0.23366336633663365,0.003650321948259442
