,precision,recall,f1-score,support
0,0.8347448874199546,0.22492485806523432,0.35436488797299076,17966.0
1,0.2214145932345541,0.8319327731092437,0.34974608081254144,4760.0
accuracy,0.3520637155680718,0.3520637155680718,0.3520637155680718,0.3520637155680718
macro avg,0.5280797403272544,0.528428815587239,0.3520554843927661,22726.0
weighted avg,0.7062817966726824,0.3520637155680718,0.353397470825946,22726.0
