vectorization,kernel,degree,C,gamma,class_weight,train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 3}",0.9621686928943592,0.9682370820668693,0.9651933492406166,13160,0.5255391600454029,0.4802904564315353,0.5018970189701897,964,0.9349334466156896,0.4802904564315353,0.5255391600454029,0.5018970189701897,0.9655051654701453,0.969579743274134,0.9675381645902791,5687,0.4956268221574344,0.46321525885558584,0.47887323943661975,367,0.9388833828873472,0.46321525885558584,0.4956268221574344,0.47887323943661975
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 3}",0.9621686928943592,0.9682370820668693,0.9651933492406166,13160,0.5255391600454029,0.4802904564315353,0.5018970189701897,964,0.9349334466156896,0.4802904564315353,0.5255391600454029,0.5018970189701897,0.9655051654701453,0.969579743274134,0.9675381645902791,5687,0.4956268221574344,0.46321525885558584,0.47887323943661975,367,0.9388833828873472,0.46321525885558584,0.4956268221574344,0.47887323943661975
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 3}",0.9520798668885191,0.8696048632218845,0.9089753772835583,13160,0.1844106463878327,0.4024896265560166,0.2529335071707953,964,0.8377230246389125,0.4024896265560166,0.1844106463878327,0.2529335071707953,0.9559883154819864,0.8631967645507297,0.9072260210681944,5687,0.15342763873775844,0.38419618528610355,0.21928460342146192,367,0.8341592335645854,0.38419618528610355,0.15342763873775844,0.21928460342146192
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 3}",0.9520798668885191,0.8696048632218845,0.9089753772835583,13160,0.1844106463878327,0.4024896265560166,0.2529335071707953,964,0.8377230246389125,0.4024896265560166,0.1844106463878327,0.2529335071707953,0.9559883154819864,0.8631967645507297,0.9072260210681944,5687,0.15342763873775844,0.38419618528610355,0.21928460342146192,367,0.8341592335645854,0.38419618528610355,0.15342763873775844,0.21928460342146192
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 3}",0.9520798668885191,0.8696048632218845,0.9089753772835583,13160,0.1844106463878327,0.4024896265560166,0.2529335071707953,964,0.8377230246389125,0.4024896265560166,0.1844106463878327,0.2529335071707953,0.9559883154819864,0.8631967645507297,0.9072260210681944,5687,0.15342763873775844,0.38419618528610355,0.21928460342146192,367,0.8341592335645854,0.38419618528610355,0.15342763873775844,0.21928460342146192
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 3}",0.9440506329113924,0.8500759878419453,0.8946021591363456,13160,0.13236587510993844,0.31224066390041494,0.18591723285978998,964,0.8133673180402152,0.31224066390041494,0.13236587510993844,0.18591723285978998,0.9495601173020528,0.8540531035695446,0.8992779114978707,5687,0.11608093716719915,0.2970027247956403,0.16692189892802453,367,0.8202841096795507,0.2970027247956403,0.11608093716719915,0.16692189892802453
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 3}",0.9440506329113924,0.8500759878419453,0.8946021591363456,13160,0.13236587510993844,0.31224066390041494,0.18591723285978998,964,0.8133673180402152,0.31224066390041494,0.13236587510993844,0.18591723285978998,0.9495601173020528,0.8540531035695446,0.8992779114978707,5687,0.11608093716719915,0.2970027247956403,0.16692189892802453,367,0.8202841096795507,0.2970027247956403,0.11608093716719915,0.16692189892802453
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 3}",0.9440506329113924,0.8500759878419453,0.8946021591363456,13160,0.13236587510993844,0.31224066390041494,0.18591723285978998,964,0.8133673180402152,0.31224066390041494,0.13236587510993844,0.18591723285978998,0.9495601173020528,0.8540531035695446,0.8992779114978707,5687,0.11608093716719915,0.2970027247956403,0.16692189892802453,367,0.8202841096795507,0.2970027247956403,0.11608093716719915,0.16692189892802453
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 5}",0.9738224061107574,0.930015197568389,0.9514148009950248,13160,0.40809768637532134,0.6587136929460581,0.503968253968254,964,0.9114981591617105,0.6587136929460581,0.40809768637532134,0.503968253968254,0.9757397537217424,0.9335326182521541,0.9541696621135874,5687,0.3833605220228385,0.6403269754768393,0.47959183673469385,367,0.9157581764122894,0.6403269754768393,0.3833605220228385,0.47959183673469385
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 5}",0.9738224061107574,0.930015197568389,0.9514148009950248,13160,0.40809768637532134,0.6587136929460581,0.503968253968254,964,0.9114981591617105,0.6587136929460581,0.40809768637532134,0.503968253968254,0.9757397537217424,0.9335326182521541,0.9541696621135874,5687,0.3833605220228385,0.6403269754768393,0.47959183673469385,367,0.9157581764122894,0.6403269754768393,0.3833605220228385,0.47959183673469385
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 5}",0.9738224061107574,0.930015197568389,0.9514148009950248,13160,0.40809768637532134,0.6587136929460581,0.503968253968254,964,0.9114981591617105,0.6587136929460581,0.40809768637532134,0.503968253968254,0.9757397537217424,0.9335326182521541,0.9541696621135874,5687,0.3833605220228385,0.6403269754768393,0.47959183673469385,367,0.9157581764122894,0.6403269754768393,0.3833605220228385,0.47959183673469385
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 5}",0.957626365816825,0.8191489361702128,0.8829913584797477,13160,0.16986396930589467,0.5051867219917012,0.2542417123466458,964,0.7977201925800057,0.5051867219917012,0.16986396930589467,0.2542417123466458,0.961948567844449,0.809038157200633,0.8788920725883477,5687,0.14555468135326516,0.5040871934604905,0.22588522588522592,367,0.7905517013544764,0.5040871934604905,0.14555468135326516,0.22588522588522592
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 5}",0.957626365816825,0.8191489361702128,0.8829913584797477,13160,0.16986396930589467,0.5051867219917012,0.2542417123466458,964,0.7977201925800057,0.5051867219917012,0.16986396930589467,0.2542417123466458,0.961948567844449,0.809038157200633,0.8788920725883477,5687,0.14555468135326516,0.5040871934604905,0.22588522588522592,367,0.7905517013544764,0.5040871934604905,0.14555468135326516,0.22588522588522592
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 5}",0.957626365816825,0.8191489361702128,0.8829913584797477,13160,0.16986396930589467,0.5051867219917012,0.2542417123466458,964,0.7977201925800057,0.5051867219917012,0.16986396930589467,0.2542417123466458,0.961948567844449,0.809038157200633,0.8788920725883477,5687,0.14555468135326516,0.5040871934604905,0.22588522588522592,367,0.7905517013544764,0.5040871934604905,0.14555468135326516,0.22588522588522592
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 5}",0.9448563484708064,0.7746960486322189,0.8513569937369518,13160,0.11067786442711458,0.38278008298755184,0.17170777105630525,964,0.7479467572925517,0.38278008298755184,0.11067786442711458,0.17170777105630525,0.9496922097219274,0.7867065236504308,0.8605501057895749,5687,0.0967982129560685,0.3542234332425068,0.15204678362573099,367,0.7604889329369012,0.3542234332425068,0.0967982129560685,0.15204678362573099
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 5}",0.9448563484708064,0.7746960486322189,0.8513569937369518,13160,0.11067786442711458,0.38278008298755184,0.17170777105630525,964,0.7479467572925517,0.38278008298755184,0.11067786442711458,0.17170777105630525,0.9496922097219274,0.7867065236504308,0.8605501057895749,5687,0.0967982129560685,0.3542234332425068,0.15204678362573099,367,0.7604889329369012,0.3542234332425068,0.0967982129560685,0.15204678362573099
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 5}",0.9448563484708064,0.7746960486322189,0.8513569937369518,13160,0.11067786442711458,0.38278008298755184,0.17170777105630525,964,0.7479467572925517,0.38278008298755184,0.11067786442711458,0.17170777105630525,0.9496922097219274,0.7867065236504308,0.8605501057895749,5687,0.0967982129560685,0.3542234332425068,0.15204678362573099,367,0.7604889329369012,0.3542234332425068,0.0967982129560685,0.15204678362573099
