vectorization,kernel,degree,C,gamma,class_weight,train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1
w2v,sigmoid,X,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
w2v,sigmoid,X,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
w2v,sigmoid,X,0.01,0.1,"{0: 1, 1: 3}",0.9362564480471629,0.9654255319148937,0.9506172839506173,13160,0.17870036101083034,0.10269709543568464,0.13043478260869565,964,0.9065420560747663,0.10269709543568464,0.17870036101083034,0.13043478260869565,0.9432111512648426,0.9637770353437665,0.9533831970777527,5687,0.1522633744855967,0.1008174386920981,0.12131147540983606,367,0.9114634952097787,0.1008174386920981,0.1522633744855967,0.12131147540983606
w2v,sigmoid,X,0.01,0.1,"{0: 1, 1: 3}",0.9362564480471629,0.9654255319148937,0.9506172839506173,13160,0.17870036101083034,0.10269709543568464,0.13043478260869565,964,0.9065420560747663,0.10269709543568464,0.17870036101083034,0.13043478260869565,0.9432111512648426,0.9637770353437665,0.9533831970777527,5687,0.1522633744855967,0.1008174386920981,0.12131147540983606,367,0.9114634952097787,0.1008174386920981,0.1522633744855967,0.12131147540983606
w2v,sigmoid,X,0.01,0.1,"{0: 1, 1: 3}",0.9362564480471629,0.9654255319148937,0.9506172839506173,13160,0.17870036101083034,0.10269709543568464,0.13043478260869565,964,0.9065420560747663,0.10269709543568464,0.17870036101083034,0.13043478260869565,0.9432111512648426,0.9637770353437665,0.9533831970777527,5687,0.1522633744855967,0.1008174386920981,0.12131147540983606,367,0.9114634952097787,0.1008174386920981,0.1522633744855967,0.12131147540983606
w2v,sigmoid,X,0.01,1.0,"{0: 1, 1: 3}",0.9438690805597281,0.9072188449848024,0.9251811383625868,13160,0.17220338983050848,0.26348547717842324,0.20828208282082822,964,0.8632823562730105,0.26348547717842324,0.17220338983050848,0.20828208282082822,0.9495134936662383,0.9094425883594162,0.9290461649003053,5687,0.1515650741350906,0.2506811989100817,0.188911704312115,367,0.8695077634621737,0.2506811989100817,0.1515650741350906,0.188911704312115
w2v,sigmoid,X,0.01,1.0,"{0: 1, 1: 3}",0.9438690805597281,0.9072188449848024,0.9251811383625868,13160,0.17220338983050848,0.26348547717842324,0.20828208282082822,964,0.8632823562730105,0.26348547717842324,0.17220338983050848,0.20828208282082822,0.9495134936662383,0.9094425883594162,0.9290461649003053,5687,0.1515650741350906,0.2506811989100817,0.188911704312115,367,0.8695077634621737,0.2506811989100817,0.1515650741350906,0.188911704312115
w2v,sigmoid,X,0.01,1.0,"{0: 1, 1: 3}",0.9438690805597281,0.9072188449848024,0.9251811383625868,13160,0.17220338983050848,0.26348547717842324,0.20828208282082822,964,0.8632823562730105,0.26348547717842324,0.17220338983050848,0.20828208282082822,0.9495134936662383,0.9094425883594162,0.9290461649003053,5687,0.1515650741350906,0.2506811989100817,0.188911704312115,367,0.8695077634621737,0.2506811989100817,0.1515650741350906,0.188911704312115
w2v,sigmoid,X,0.01,0.01,"{0: 1, 1: 5}",0.9353435985172512,0.9970364741641338,0.9652052376048257,13160,0.59375,0.05912863070539419,0.10754716981132076,964,0.9330218068535826,0.05912863070539419,0.59375,0.10754716981132076,0.9430137896660575,0.9980657640232108,0.9697590978985136,5687,0.6857142857142857,0.0653950953678474,0.11940298507462685,367,0.9415262636273538,0.0653950953678474,0.6857142857142857,0.11940298507462685
w2v,sigmoid,X,0.01,0.01,"{0: 1, 1: 5}",0.9353435985172512,0.9970364741641338,0.9652052376048257,13160,0.59375,0.05912863070539419,0.10754716981132076,964,0.9330218068535826,0.05912863070539419,0.59375,0.10754716981132076,0.9430137896660575,0.9980657640232108,0.9697590978985136,5687,0.6857142857142857,0.0653950953678474,0.11940298507462685,367,0.9415262636273538,0.0653950953678474,0.6857142857142857,0.11940298507462685
w2v,sigmoid,X,0.01,0.01,"{0: 1, 1: 5}",0.9353435985172512,0.9970364741641338,0.9652052376048257,13160,0.59375,0.05912863070539419,0.10754716981132076,964,0.9330218068535826,0.05912863070539419,0.59375,0.10754716981132076,0.9430137896660575,0.9980657640232108,0.9697590978985136,5687,0.6857142857142857,0.0653950953678474,0.11940298507462685,367,0.9415262636273538,0.0653950953678474,0.6857142857142857,0.11940298507462685
w2v,sigmoid,X,0.01,0.1,"{0: 1, 1: 5}",0.9639886892880905,0.880775075987842,0.920505082592122,13160,0.25285714285714284,0.5508298755186722,0.3466057441253263,964,0.8582554517133957,0.5508298755186722,0.25285714285714284,0.3466057441253263,0.9662188099808061,0.8851767188324249,0.9239240157841607,5687,0.22630331753554503,0.5204359673024523,0.31544178364987613,367,0.8630657416584077,0.5204359673024523,0.22630331753554503,0.31544178364987613
w2v,sigmoid,X,0.01,0.1,"{0: 1, 1: 5}",0.9639886892880905,0.880775075987842,0.920505082592122,13160,0.25285714285714284,0.5508298755186722,0.3466057441253263,964,0.8582554517133957,0.5508298755186722,0.25285714285714284,0.3466057441253263,0.9662188099808061,0.8851767188324249,0.9239240157841607,5687,0.22630331753554503,0.5204359673024523,0.31544178364987613,367,0.8630657416584077,0.5204359673024523,0.22630331753554503,0.31544178364987613
w2v,sigmoid,X,0.01,0.1,"{0: 1, 1: 5}",0.9639886892880905,0.880775075987842,0.920505082592122,13160,0.25285714285714284,0.5508298755186722,0.3466057441253263,964,0.8582554517133957,0.5508298755186722,0.25285714285714284,0.3466057441253263,0.9662188099808061,0.8851767188324249,0.9239240157841607,5687,0.22630331753554503,0.5204359673024523,0.31544178364987613,367,0.8630657416584077,0.5204359673024523,0.22630331753554503,0.31544178364987613
w2v,sigmoid,X,0.01,1.0,"{0: 1, 1: 5}",0.9445137675734132,0.8627659574468085,0.9017910329216473,13160,0.14122681883024252,0.30809128630705396,0.19367460058689276,964,0.8249079580855282,0.30809128630705396,0.14122681883024252,0.19367460058689276,0.9499326015790487,0.8674169157728152,0.9068014705882352,5687,0.12427409988385599,0.29155313351498635,0.17426710097719872,367,0.8325074331020813,0.29155313351498635,0.12427409988385599,0.17426710097719872
w2v,sigmoid,X,0.01,1.0,"{0: 1, 1: 5}",0.9445137675734132,0.8627659574468085,0.9017910329216473,13160,0.14122681883024252,0.30809128630705396,0.19367460058689276,964,0.8249079580855282,0.30809128630705396,0.14122681883024252,0.19367460058689276,0.9499326015790487,0.8674169157728152,0.9068014705882352,5687,0.12427409988385599,0.29155313351498635,0.17426710097719872,367,0.8325074331020813,0.29155313351498635,0.12427409988385599,0.17426710097719872
w2v,sigmoid,X,0.01,1.0,"{0: 1, 1: 5}",0.9445137675734132,0.8627659574468085,0.9017910329216473,13160,0.14122681883024252,0.30809128630705396,0.19367460058689276,964,0.8249079580855282,0.30809128630705396,0.14122681883024252,0.19367460058689276,0.9499326015790487,0.8674169157728152,0.9068014705882352,5687,0.12427409988385599,0.29155313351498635,0.17426710097719872,367,0.8325074331020813,0.29155313351498635,0.12427409988385599,0.17426710097719872
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,1.0,0.9687420151605485,5687,0.0,0.0,0.0,367,0.9393789230260985,0.0,0.0,0.0
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 1}",0.9459866094937185,0.9555471124620061,0.9507428269005405,13160,0.296028880866426,0.2551867219917012,0.2740947075208913,964,0.9077456811101671,0.2551867219917012,0.296028880866426,0.2740947075208913,0.951889433170049,0.956743449973624,0.9543102692273963,5687,0.27218934911242604,0.2506811989100817,0.26099290780141843,367,0.9139411959035348,0.2506811989100817,0.27218934911242604,0.26099290780141843
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 1}",0.9459866094937185,0.9555471124620061,0.9507428269005405,13160,0.296028880866426,0.2551867219917012,0.2740947075208913,964,0.9077456811101671,0.2551867219917012,0.296028880866426,0.2740947075208913,0.951889433170049,0.956743449973624,0.9543102692273963,5687,0.27218934911242604,0.2506811989100817,0.26099290780141843,367,0.9139411959035348,0.2506811989100817,0.27218934911242604,0.26099290780141843
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 1}",0.9459866094937185,0.9555471124620061,0.9507428269005405,13160,0.296028880866426,0.2551867219917012,0.2740947075208913,964,0.9077456811101671,0.2551867219917012,0.296028880866426,0.2740947075208913,0.951889433170049,0.956743449973624,0.9543102692273963,5687,0.27218934911242604,0.2506811989100817,0.26099290780141843,367,0.9139411959035348,0.2506811989100817,0.27218934911242604,0.26099290780141843
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 1}",0.9422582109883457,0.9461246200607902,0.9441874573443543,13160,0.22087912087912087,0.20850622406639005,0.21451440768409819,964,0.8957802322288304,0.20850622406639005,0.22087912087912087,0.21451440768409819,0.9476182105818246,0.947951468260946,0.9477848101265823,5687,0.18904109589041096,0.1880108991825613,0.1885245901639344,367,0.9018830525272548,0.1880108991825613,0.18904109589041096,0.1885245901639344
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 1}",0.9422582109883457,0.9461246200607902,0.9441874573443543,13160,0.22087912087912087,0.20850622406639005,0.21451440768409819,964,0.8957802322288304,0.20850622406639005,0.22087912087912087,0.21451440768409819,0.9476182105818246,0.947951468260946,0.9477848101265823,5687,0.18904109589041096,0.1880108991825613,0.1885245901639344,367,0.9018830525272548,0.1880108991825613,0.18904109589041096,0.1885245901639344
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 1}",0.9422582109883457,0.9461246200607902,0.9441874573443543,13160,0.22087912087912087,0.20850622406639005,0.21451440768409819,964,0.8957802322288304,0.20850622406639005,0.22087912087912087,0.21451440768409819,0.9476182105818246,0.947951468260946,0.9477848101265823,5687,0.18904109589041096,0.1880108991825613,0.1885245901639344,367,0.9018830525272548,0.1880108991825613,0.18904109589041096,0.1885245901639344
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 3}",0.953508966127961,0.981838905775076,0.967466586799446,13160,0.5828970331588132,0.34647302904564314,0.4346128822381262,964,0.9384735202492211,0.34647302904564314,0.5828970331588132,0.4346128822381262,0.9574067738624701,0.9841744329171795,0.9706060868811237,5687,0.5673076923076923,0.3215258855585831,0.41043478260869565,367,0.94400396432111,0.3215258855585831,0.5673076923076923,0.41043478260869565
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 3}",0.953508966127961,0.981838905775076,0.967466586799446,13160,0.5828970331588132,0.34647302904564314,0.4346128822381262,964,0.9384735202492211,0.34647302904564314,0.5828970331588132,0.4346128822381262,0.9574067738624701,0.9841744329171795,0.9706060868811237,5687,0.5673076923076923,0.3215258855585831,0.41043478260869565,367,0.94400396432111,0.3215258855585831,0.5673076923076923,0.41043478260869565
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 3}",0.953508966127961,0.981838905775076,0.967466586799446,13160,0.5828970331588132,0.34647302904564314,0.4346128822381262,964,0.9384735202492211,0.34647302904564314,0.5828970331588132,0.4346128822381262,0.9574067738624701,0.9841744329171795,0.9706060868811237,5687,0.5673076923076923,0.3215258855585831,0.41043478260869565,367,0.94400396432111,0.3215258855585831,0.5673076923076923,0.41043478260869565
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 3}",0.9520785219399538,0.877127659574468,0.9130675526024362,13160,0.1915,0.39730290456431533,0.2584345479082321,964,0.8443783630699518,0.39730290456431533,0.1915,0.2584345479082321,0.9557829696852674,0.8704061895551257,0.9110988404196577,5687,0.15771428571428572,0.3760217983651226,0.22222222222222224,367,0.8404360753221011,0.3760217983651226,0.15771428571428572,0.22222222222222224
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 3}",0.9520785219399538,0.877127659574468,0.9130675526024362,13160,0.1915,0.39730290456431533,0.2584345479082321,964,0.8443783630699518,0.39730290456431533,0.1915,0.2584345479082321,0.9557829696852674,0.8704061895551257,0.9110988404196577,5687,0.15771428571428572,0.3760217983651226,0.22222222222222224,367,0.8404360753221011,0.3760217983651226,0.15771428571428572,0.22222222222222224
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 3}",0.9520785219399538,0.877127659574468,0.9130675526024362,13160,0.1915,0.39730290456431533,0.2584345479082321,964,0.8443783630699518,0.39730290456431533,0.1915,0.2584345479082321,0.9557829696852674,0.8704061895551257,0.9110988404196577,5687,0.15771428571428572,0.3760217983651226,0.22222222222222224,367,0.8404360753221011,0.3760217983651226,0.15771428571428572,0.22222222222222224
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 3}",0.9439275836057329,0.855775075987842,0.8976923996652186,13160,0.13451892384860922,0.30601659751037347,0.1868862844472601,964,0.8182526196544888,0.30601659751037347,0.13451892384860922,0.1868862844472601,0.9497272018706158,0.8570423773518551,0.9010074868287271,5687,0.11822125813449023,0.2970027247956403,0.1691233514352211,367,0.8230921704658077,0.2970027247956403,0.11822125813449023,0.1691233514352211
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 3}",0.9439275836057329,0.855775075987842,0.8976923996652186,13160,0.13451892384860922,0.30601659751037347,0.1868862844472601,964,0.8182526196544888,0.30601659751037347,0.13451892384860922,0.1868862844472601,0.9497272018706158,0.8570423773518551,0.9010074868287271,5687,0.11822125813449023,0.2970027247956403,0.1691233514352211,367,0.8230921704658077,0.2970027247956403,0.11822125813449023,0.1691233514352211
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 3}",0.9439275836057329,0.855775075987842,0.8976923996652186,13160,0.13451892384860922,0.30601659751037347,0.1868862844472601,964,0.8182526196544888,0.30601659751037347,0.13451892384860922,0.1868862844472601,0.9497272018706158,0.8570423773518551,0.9010074868287271,5687,0.11822125813449023,0.2970027247956403,0.1691233514352211,367,0.8230921704658077,0.2970027247956403,0.11822125813449023,0.1691233514352211
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 5}",0.967671574355379,0.9439209726443769,0.9556487286994653,13160,0.42657342657342656,0.5695020746887967,0.48778320746334963,964,0.9183659020107618,0.5695020746887967,0.42657342657342656,0.48778320746334963,0.9706253378987205,0.9470722700896782,0.9587041651833392,5687,0.403960396039604,0.555858310626703,0.46788990825688076,367,0.9233564585398084,0.555858310626703,0.403960396039604,0.46788990825688076
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 5}",0.967671574355379,0.9439209726443769,0.9556487286994653,13160,0.42657342657342656,0.5695020746887967,0.48778320746334963,964,0.9183659020107618,0.5695020746887967,0.42657342657342656,0.48778320746334963,0.9706253378987205,0.9470722700896782,0.9587041651833392,5687,0.403960396039604,0.555858310626703,0.46788990825688076,367,0.9233564585398084,0.555858310626703,0.403960396039604,0.46788990825688076
w2v,sigmoid,X,0.1,0.01,"{0: 1, 1: 5}",0.967671574355379,0.9439209726443769,0.9556487286994653,13160,0.42657342657342656,0.5695020746887967,0.48778320746334963,964,0.9183659020107618,0.5695020746887967,0.42657342657342656,0.48778320746334963,0.9706253378987205,0.9470722700896782,0.9587041651833392,5687,0.403960396039604,0.555858310626703,0.46788990825688076,367,0.9233564585398084,0.555858310626703,0.403960396039604,0.46788990825688076
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 5}",0.9578174743544393,0.8230243161094225,0.8853196011116561,13160,0.1729403409090909,0.5051867219917012,0.25767195767195766,964,0.8013310676862079,0.5051867219917012,0.1729403409090909,0.25767195767195766,0.9619700748129676,0.8139616669597327,0.8817982665015717,5687,0.14814814814814814,0.5013623978201635,0.22871348663766314,367,0.7950115626032376,0.5013623978201635,0.14814814814814814,0.22871348663766314
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 5}",0.9578174743544393,0.8230243161094225,0.8853196011116561,13160,0.1729403409090909,0.5051867219917012,0.25767195767195766,964,0.8013310676862079,0.5051867219917012,0.1729403409090909,0.25767195767195766,0.9619700748129676,0.8139616669597327,0.8817982665015717,5687,0.14814814814814814,0.5013623978201635,0.22871348663766314,367,0.7950115626032376,0.5013623978201635,0.14814814814814814,0.22871348663766314
w2v,sigmoid,X,0.1,0.1,"{0: 1, 1: 5}",0.9578174743544393,0.8230243161094225,0.8853196011116561,13160,0.1729403409090909,0.5051867219917012,0.25767195767195766,964,0.8013310676862079,0.5051867219917012,0.1729403409090909,0.25767195767195766,0.9619700748129676,0.8139616669597327,0.8817982665015717,5687,0.14814814814814814,0.5013623978201635,0.22871348663766314,367,0.7950115626032376,0.5013623978201635,0.14814814814814814,0.22871348663766314
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 5}",0.9448667460390145,0.7839665653495441,0.8569292744715311,13160,0.11294851794071763,0.3755186721991701,0.17366274886063804,964,0.7560889266496743,0.3755186721991701,0.11294851794071763,0.17366274886063804,0.950178684044566,0.7947951468260946,0.8655687476062811,5687,0.1002313030069391,0.3542234332425068,0.15625,367,0.7680872150644202,0.3542234332425068,0.1002313030069391,0.15625
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 5}",0.9448667460390145,0.7839665653495441,0.8569292744715311,13160,0.11294851794071763,0.3755186721991701,0.17366274886063804,964,0.7560889266496743,0.3755186721991701,0.11294851794071763,0.17366274886063804,0.950178684044566,0.7947951468260946,0.8655687476062811,5687,0.1002313030069391,0.3542234332425068,0.15625,367,0.7680872150644202,0.3542234332425068,0.1002313030069391,0.15625
w2v,sigmoid,X,0.1,1.0,"{0: 1, 1: 5}",0.9448667460390145,0.7839665653495441,0.8569292744715311,13160,0.11294851794071763,0.3755186721991701,0.17366274886063804,964,0.7560889266496743,0.3755186721991701,0.11294851794071763,0.17366274886063804,0.950178684044566,0.7947951468260946,0.8655687476062811,5687,0.1002313030069391,0.3542234332425068,0.15625,367,0.7680872150644202,0.3542234332425068,0.1002313030069391,0.15625
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 1}",0.9318214032600992,0.9990881458966565,0.9642830949761642,13160,0.14285714285714285,0.002074688796680498,0.00408997955010225,964,0.9310393656188048,0.002074688796680498,0.14285714285714285,0.00408997955010225,0.9396494708994709,0.9992966414629858,0.9685556028973158,5687,0.3333333333333333,0.005449591280653951,0.010723860589812333,367,0.9390485629335976,0.005449591280653951,0.3333333333333333,0.010723860589812333
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 1}",0.9318214032600992,0.9990881458966565,0.9642830949761642,13160,0.14285714285714285,0.002074688796680498,0.00408997955010225,964,0.9310393656188048,0.002074688796680498,0.14285714285714285,0.00408997955010225,0.9396494708994709,0.9992966414629858,0.9685556028973158,5687,0.3333333333333333,0.005449591280653951,0.010723860589812333,367,0.9390485629335976,0.005449591280653951,0.3333333333333333,0.010723860589812333
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 1}",0.9318214032600992,0.9990881458966565,0.9642830949761642,13160,0.14285714285714285,0.002074688796680498,0.00408997955010225,964,0.9310393656188048,0.002074688796680498,0.14285714285714285,0.00408997955010225,0.9396494708994709,0.9992966414629858,0.9685556028973158,5687,0.3333333333333333,0.005449591280653951,0.010723860589812333,367,0.9390485629335976,0.005449591280653951,0.3333333333333333,0.010723860589812333
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 1}",0.9472325563738516,0.9480243161094225,0.9476282708594432,13160,0.28226652675760755,0.279045643153527,0.28064684402712575,964,0.9023647691871991,0.279045643153527,0.28226652675760755,0.28064684402712575,0.9535129424194401,0.9521716194830315,0.952841808903748,5687,0.27466666666666667,0.28065395095367845,0.2776280323450135,367,0.9114634952097787,0.28065395095367845,0.27466666666666667,0.2776280323450135
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 1}",0.9472325563738516,0.9480243161094225,0.9476282708594432,13160,0.28226652675760755,0.279045643153527,0.28064684402712575,964,0.9023647691871991,0.279045643153527,0.28226652675760755,0.28064684402712575,0.9535129424194401,0.9521716194830315,0.952841808903748,5687,0.27466666666666667,0.28065395095367845,0.2776280323450135,367,0.9114634952097787,0.28065395095367845,0.27466666666666667,0.2776280323450135
w2v,sigmoid,X,1.0,0.1,"{0: 1, 1: 1}",0.9472325563738516,0.9480243161094225,0.9476282708594432,13160,0.28226652675760755,0.279045643153527,0.28064684402712575,964,0.9023647691871991,0.279045643153527,0.28226652675760755,0.28064684402712575,0.9535129424194401,0.9521716194830315,0.952841808903748,5687,0.27466666666666667,0.28065395095367845,0.2776280323450135,367,0.9114634952097787,0.28065395095367845,0.27466666666666667,0.2776280323450135
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 1}",0.9423427529626254,0.942629179331307,0.9424859443853517,13160,0.21354166666666666,0.21265560165975103,0.2130977130977131,964,0.8928065703766639,0.21265560165975103,0.21354166666666666,0.2130977130977131,0.9477585598305683,0.9442588359416212,0.9460054611116006,5687,0.18298969072164947,0.19346049046321526,0.18807947019867552,367,0.8987446316484968,0.19346049046321526,0.18298969072164947,0.18807947019867552
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 1}",0.9423427529626254,0.942629179331307,0.9424859443853517,13160,0.21354166666666666,0.21265560165975103,0.2130977130977131,964,0.8928065703766639,0.21265560165975103,0.21354166666666666,0.2130977130977131,0.9477585598305683,0.9442588359416212,0.9460054611116006,5687,0.18298969072164947,0.19346049046321526,0.18807947019867552,367,0.8987446316484968,0.19346049046321526,0.18298969072164947,0.18807947019867552
w2v,sigmoid,X,1.0,1.0,"{0: 1, 1: 1}",0.9423427529626254,0.942629179331307,0.9424859443853517,13160,0.21354166666666666,0.21265560165975103,0.2130977130977131,964,0.8928065703766639,0.21265560165975103,0.21354166666666666,0.2130977130977131,0.9477585598305683,0.9442588359416212,0.9460054611116006,5687,0.18298969072164947,0.19346049046321526,0.18807947019867552,367,0.8987446316484968,0.19346049046321526,0.18298969072164947,0.18807947019867552
w2v,sigmoid,X,1.0,0.01,"{0: 1, 1: 3}",0.9621686928943592,0.9682370820668693,0.9651933492406166,13160,0.5255391600454029,0.4802904564315353,0.5018970189701897,964,0.9349334466156896,0.4802904564315353,0.5255391600454029,0.5018970189701897,0.9655051654701453,0.969579743274134,0.9675381645902791,5687,0.4956268221574344,0.46321525885558584,0.47887323943661975,367,0.9388833828873472,0.46321525885558584,0.4956268221574344,0.47887323943661975
