vectorization,kernel,degree,C,gamma,class_weight,train_accuracy,train_recall,train_precision,train_f1,test_accuracy,test_recall,test_precision,test_f1
w2v,poly,5,0.01,1.0,"{0: 1, 1: 1}",0.9990087793826111,0.9854771784232366,1.0,0.9926854754440961,0.9013875123885035,0.4986376021798365,0.3070469798657718,0.38006230529595014
w2v,poly,5,0.01,1.0,"{0: 1, 1: 1}",0.9990087793826111,0.9854771784232366,1.0,0.9926854754440961,0.9013875123885035,0.4986376021798365,0.3070469798657718,0.38006230529595014
w2v,poly,3,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.01,0.1,"{0: 1, 1: 3}",0.9444208439535542,0.3558091286307054,0.6765285996055227,0.46634942216179476,0.9463164849686158,0.3215258855585831,0.6082474226804123,0.42067736185383237
w2v,poly,3,0.01,0.1,"{0: 1, 1: 3}",0.9444208439535542,0.3558091286307054,0.6765285996055227,0.46634942216179476,0.9463164849686158,0.3215258855585831,0.6082474226804123,0.42067736185383237
w2v,poly,3,0.01,0.1,"{0: 1, 1: 3}",0.9444208439535542,0.3558091286307054,0.6765285996055227,0.46634942216179476,0.9463164849686158,0.3215258855585831,0.6082474226804123,0.42067736185383237
w2v,poly,3,0.01,1.0,"{0: 1, 1: 3}",0.9904418011894648,0.9356846473029046,0.9251282051282051,0.9303764827230532,0.9294681202510736,0.5722070844686649,0.4375,0.49586776859504134
w2v,poly,3,0.01,1.0,"{0: 1, 1: 3}",0.9904418011894648,0.9356846473029046,0.9251282051282051,0.9303764827230532,0.9294681202510736,0.5722070844686649,0.4375,0.49586776859504134
w2v,poly,3,0.01,1.0,"{0: 1, 1: 3}",0.9904418011894648,0.9356846473029046,0.9251282051282051,0.9303764827230532,0.9294681202510736,0.5722070844686649,0.4375,0.49586776859504134
w2v,poly,4,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.01,0.1,"{0: 1, 1: 3}",0.9485981308411215,0.3755186721991701,0.7448559670781894,0.49931034482758624,0.9473075652461183,0.329700272479564,0.6237113402061856,0.43137254901960786
w2v,poly,4,0.01,0.1,"{0: 1, 1: 3}",0.9485981308411215,0.3755186721991701,0.7448559670781894,0.49931034482758624,0.9473075652461183,0.329700272479564,0.6237113402061856,0.43137254901960786
w2v,poly,4,0.01,0.1,"{0: 1, 1: 3}",0.9485981308411215,0.3755186721991701,0.7448559670781894,0.49931034482758624,0.9473075652461183,0.329700272479564,0.6237113402061856,0.43137254901960786
w2v,poly,4,0.01,1.0,"{0: 1, 1: 3}",0.9985839705465873,0.9865145228215768,0.9926931106471816,0.9895941727367326,0.9177403369672944,0.5013623978201635,0.3687374749498998,0.4249422632794457
w2v,poly,4,0.01,1.0,"{0: 1, 1: 3}",0.9985839705465873,0.9865145228215768,0.9926931106471816,0.9895941727367326,0.9177403369672944,0.5013623978201635,0.3687374749498998,0.4249422632794457
w2v,poly,4,0.01,1.0,"{0: 1, 1: 3}",0.9985839705465873,0.9865145228215768,0.9926931106471816,0.9895941727367326,0.9177403369672944,0.5013623978201635,0.3687374749498998,0.4249422632794457
w2v,poly,5,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.01,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.40352697095435686,0.8087318087318087,0.5384083044982698,0.9454905847373637,0.33242506811989103,0.5893719806763285,0.4250871080139373
w2v,poly,5,0.01,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.40352697095435686,0.8087318087318087,0.5384083044982698,0.9454905847373637,0.33242506811989103,0.5893719806763285,0.4250871080139373
w2v,poly,5,0.01,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.40352697095435686,0.8087318087318087,0.5384083044982698,0.9454905847373637,0.33242506811989103,0.5893719806763285,0.4250871080139373
w2v,poly,5,0.01,1.0,"{0: 1, 1: 3}",0.9995751911639762,0.9937759336099585,1.0,0.9968782518210197,0.8999008919722498,0.47956403269754766,0.29780033840947545,0.3674321503131524
w2v,poly,5,0.01,1.0,"{0: 1, 1: 3}",0.9995751911639762,0.9937759336099585,1.0,0.9968782518210197,0.8999008919722498,0.47956403269754766,0.29780033840947545,0.3674321503131524
w2v,poly,5,0.01,1.0,"{0: 1, 1: 3}",0.9995751911639762,0.9937759336099585,1.0,0.9968782518210197,0.8999008919722498,0.47956403269754766,0.29780033840947545,0.3674321503131524
w2v,poly,3,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.01,0.1,"{0: 1, 1: 3}",0.9444208439535542,0.3558091286307054,0.6765285996055227,0.46634942216179476,0.9463164849686158,0.3215258855585831,0.6082474226804123,0.42067736185383237
w2v,poly,3,0.01,0.1,"{0: 1, 1: 3}",0.9444208439535542,0.3558091286307054,0.6765285996055227,0.46634942216179476,0.9463164849686158,0.3215258855585831,0.6082474226804123,0.42067736185383237
w2v,poly,3,0.01,0.1,"{0: 1, 1: 3}",0.9444208439535542,0.3558091286307054,0.6765285996055227,0.46634942216179476,0.9463164849686158,0.3215258855585831,0.6082474226804123,0.42067736185383237
w2v,poly,3,0.01,1.0,"{0: 1, 1: 3}",0.9904418011894648,0.9356846473029046,0.9251282051282051,0.9303764827230532,0.9294681202510736,0.5722070844686649,0.4375,0.49586776859504134
w2v,poly,3,0.01,1.0,"{0: 1, 1: 3}",0.9904418011894648,0.9356846473029046,0.9251282051282051,0.9303764827230532,0.9294681202510736,0.5722070844686649,0.4375,0.49586776859504134
w2v,poly,3,0.01,1.0,"{0: 1, 1: 3}",0.9904418011894648,0.9356846473029046,0.9251282051282051,0.9303764827230532,0.9294681202510736,0.5722070844686649,0.4375,0.49586776859504134
w2v,poly,4,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.01,0.1,"{0: 1, 1: 3}",0.9485981308411215,0.3755186721991701,0.7448559670781894,0.49931034482758624,0.9473075652461183,0.329700272479564,0.6237113402061856,0.43137254901960786
w2v,poly,4,0.01,0.1,"{0: 1, 1: 3}",0.9485981308411215,0.3755186721991701,0.7448559670781894,0.49931034482758624,0.9473075652461183,0.329700272479564,0.6237113402061856,0.43137254901960786
w2v,poly,4,0.01,0.1,"{0: 1, 1: 3}",0.9485981308411215,0.3755186721991701,0.7448559670781894,0.49931034482758624,0.9473075652461183,0.329700272479564,0.6237113402061856,0.43137254901960786
w2v,poly,4,0.01,1.0,"{0: 1, 1: 3}",0.9985839705465873,0.9865145228215768,0.9926931106471816,0.9895941727367326,0.9177403369672944,0.5013623978201635,0.3687374749498998,0.4249422632794457
w2v,poly,4,0.01,1.0,"{0: 1, 1: 3}",0.9985839705465873,0.9865145228215768,0.9926931106471816,0.9895941727367326,0.9177403369672944,0.5013623978201635,0.3687374749498998,0.4249422632794457
w2v,poly,4,0.01,1.0,"{0: 1, 1: 3}",0.9985839705465873,0.9865145228215768,0.9926931106471816,0.9895941727367326,0.9177403369672944,0.5013623978201635,0.3687374749498998,0.4249422632794457
w2v,poly,5,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.01,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.01,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.40352697095435686,0.8087318087318087,0.5384083044982698,0.9454905847373637,0.33242506811989103,0.5893719806763285,0.4250871080139373
w2v,poly,5,0.01,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.40352697095435686,0.8087318087318087,0.5384083044982698,0.9454905847373637,0.33242506811989103,0.5893719806763285,0.4250871080139373
w2v,poly,5,0.01,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.40352697095435686,0.8087318087318087,0.5384083044982698,0.9454905847373637,0.33242506811989103,0.5893719806763285,0.4250871080139373
w2v,poly,5,0.01,1.0,"{0: 1, 1: 3}",0.9995751911639762,0.9937759336099585,1.0,0.9968782518210197,0.8999008919722498,0.47956403269754766,0.29780033840947545,0.3674321503131524
w2v,poly,5,0.01,1.0,"{0: 1, 1: 3}",0.9995751911639762,0.9937759336099585,1.0,0.9968782518210197,0.8999008919722498,0.47956403269754766,0.29780033840947545,0.3674321503131524
w2v,poly,5,0.01,1.0,"{0: 1, 1: 3}",0.9995751911639762,0.9937759336099585,1.0,0.9968782518210197,0.8999008919722498,0.47956403269754766,0.29780033840947545,0.3674321503131524
w2v,poly,3,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,3,0.1,0.1,"{0: 1, 1: 1}",0.9467572925516851,0.245850622406639,0.9045801526717557,0.3866231647634584,0.9486290056161216,0.22615803814713897,0.7545454545454545,0.3480083857442348
w2v,poly,3,0.1,0.1,"{0: 1, 1: 1}",0.9467572925516851,0.245850622406639,0.9045801526717557,0.3866231647634584,0.9486290056161216,0.22615803814713897,0.7545454545454545,0.3480083857442348
w2v,poly,3,0.1,0.1,"{0: 1, 1: 1}",0.9467572925516851,0.245850622406639,0.9045801526717557,0.3866231647634584,0.9486290056161216,0.22615803814713897,0.7545454545454545,0.3480083857442348
w2v,poly,3,0.1,1.0,"{0: 1, 1: 1}",0.9966015293118097,0.9512448132780082,0.9989106753812637,0.9744952178533476,0.9243475388173109,0.5122615803814714,0.4025695931477516,0.4508393285371703
w2v,poly,3,0.1,1.0,"{0: 1, 1: 1}",0.9966015293118097,0.9512448132780082,0.9989106753812637,0.9744952178533476,0.9243475388173109,0.5122615803814714,0.4025695931477516,0.4508393285371703
w2v,poly,3,0.1,1.0,"{0: 1, 1: 1}",0.9966015293118097,0.9512448132780082,0.9989106753812637,0.9744952178533476,0.9243475388173109,0.5122615803814714,0.4025695931477516,0.4508393285371703
w2v,poly,4,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.1,"{0: 1, 1: 1}",0.953695836873407,0.33713692946058094,0.9558823529411765,0.49846625766871167,0.9474727452923687,0.2615803814713896,0.6713286713286714,0.3764705882352941
w2v,poly,4,0.1,0.1,"{0: 1, 1: 1}",0.953695836873407,0.33713692946058094,0.9558823529411765,0.49846625766871167,0.9474727452923687,0.2615803814713896,0.6713286713286714,0.3764705882352941
w2v,poly,4,0.1,0.1,"{0: 1, 1: 1}",0.953695836873407,0.33713692946058094,0.9558823529411765,0.49846625766871167,0.9474727452923687,0.2615803814713896,0.6713286713286714,0.3764705882352941
w2v,poly,4,0.1,1.0,"{0: 1, 1: 1}",0.9995043896913056,0.9927385892116183,1.0,0.9963560645497137,0.9071688140072679,0.48501362397820164,0.32304900181488205,0.38779956427015255
w2v,poly,4,0.1,1.0,"{0: 1, 1: 1}",0.9995043896913056,0.9927385892116183,1.0,0.9963560645497137,0.9071688140072679,0.48501362397820164,0.32304900181488205,0.38779956427015255
w2v,poly,4,0.1,1.0,"{0: 1, 1: 1}",0.9995043896913056,0.9927385892116183,1.0,0.9963560645497137,0.9071688140072679,0.48501362397820164,0.32304900181488205,0.38779956427015255
w2v,poly,5,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.1,0.01,"{0: 1, 1: 1}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.1,0.1,"{0: 1, 1: 1}",0.9594307561597282,0.41804979253112035,0.9710843373493976,0.5844815083393764,0.94400396432111,0.28337874659400547,0.5777777777777777,0.3802559414990859
w2v,poly,5,0.1,0.1,"{0: 1, 1: 1}",0.9594307561597282,0.41804979253112035,0.9710843373493976,0.5844815083393764,0.94400396432111,0.28337874659400547,0.5777777777777777,0.3802559414990859
w2v,poly,5,0.1,0.1,"{0: 1, 1: 1}",0.9594307561597282,0.41804979253112035,0.9710843373493976,0.5844815083393764,0.94400396432111,0.28337874659400547,0.5777777777777777,0.3802559414990859
w2v,poly,5,0.1,1.0,"{0: 1, 1: 1}",0.9997875955819882,0.9968879668049793,1.0,0.9984415584415585,0.8965972910472415,0.46866485013623976,0.28524046434494194,0.3546391752577319
w2v,poly,5,0.1,1.0,"{0: 1, 1: 1}",0.9997875955819882,0.9968879668049793,1.0,0.9984415584415585,0.8965972910472415,0.46866485013623976,0.28524046434494194,0.3546391752577319
w2v,poly,5,0.1,1.0,"{0: 1, 1: 1}",0.9997875955819882,0.9968879668049793,1.0,0.9984415584415585,0.8965972910472415,0.46866485013623976,0.28524046434494194,0.3546391752577319
w2v,poly,3,0.1,0.01,"{0: 1, 1: 3}",0.9316057774001699,0.0,0.0,0.0,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
w2v,poly,3,0.1,0.01,"{0: 1, 1: 3}",0.9316057774001699,0.0,0.0,0.0,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
w2v,poly,3,0.1,0.01,"{0: 1, 1: 3}",0.9316057774001699,0.0,0.0,0.0,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
w2v,poly,3,0.1,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.5404564315352697,0.6993288590604027,0.609713282621416,0.9461513049223654,0.4768392370572207,0.5663430420711975,0.5177514792899409
w2v,poly,3,0.1,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.5404564315352697,0.6993288590604027,0.609713282621416,0.9461513049223654,0.4768392370572207,0.5663430420711975,0.5177514792899409
w2v,poly,3,0.1,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.5404564315352697,0.6993288590604027,0.609713282621416,0.9461513049223654,0.4768392370572207,0.5663430420711975,0.5177514792899409
w2v,poly,3,0.1,1.0,"{0: 1, 1: 3}",0.9984423676012462,0.9875518672199171,0.9896049896049897,0.9885773624091382,0.9202180376610506,0.5149863760217984,0.3825910931174089,0.43902439024390244
w2v,poly,3,0.1,1.0,"{0: 1, 1: 3}",0.9984423676012462,0.9875518672199171,0.9896049896049897,0.9885773624091382,0.9202180376610506,0.5149863760217984,0.3825910931174089,0.43902439024390244
w2v,poly,3,0.1,1.0,"{0: 1, 1: 3}",0.9984423676012462,0.9875518672199171,0.9896049896049897,0.9885773624091382,0.9202180376610506,0.5149863760217984,0.3825910931174089,0.43902439024390244
w2v,poly,4,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.1,"{0: 1, 1: 3}",0.9616964032851884,0.5798755186721992,0.8043165467625899,0.6738999397227246,0.942021803766105,0.444141689373297,0.5258064516129032,0.4815361890694239
w2v,poly,4,0.1,0.1,"{0: 1, 1: 3}",0.9616964032851884,0.5798755186721992,0.8043165467625899,0.6738999397227246,0.942021803766105,0.444141689373297,0.5258064516129032,0.4815361890694239
w2v,poly,4,0.1,0.1,"{0: 1, 1: 3}",0.9616964032851884,0.5798755186721992,0.8043165467625899,0.6738999397227246,0.942021803766105,0.444141689373297,0.5258064516129032,0.4815361890694239
w2v,poly,4,0.1,1.0,"{0: 1, 1: 3}",0.9996459926366469,0.9948132780082988,1.0,0.9973998959958399,0.90799471423852,0.4822888283378747,0.32536764705882354,0.3885839736553238
w2v,poly,4,0.1,1.0,"{0: 1, 1: 3}",0.9996459926366469,0.9948132780082988,1.0,0.9973998959958399,0.90799471423852,0.4822888283378747,0.32536764705882354,0.3885839736553238
w2v,poly,4,0.1,1.0,"{0: 1, 1: 3}",0.9996459926366469,0.9948132780082988,1.0,0.9973998959958399,0.90799471423852,0.4822888283378747,0.32536764705882354,0.3885839736553238
w2v,poly,5,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,5,0.1,0.1,"{0: 1, 1: 3}",0.9674313225715094,0.6078838174273858,0.8772455089820359,0.7181372549019607,0.939213742979848,0.4223433242506812,0.4983922829581994,0.45722713864306785
w2v,poly,5,0.1,0.1,"{0: 1, 1: 3}",0.9674313225715094,0.6078838174273858,0.8772455089820359,0.7181372549019607,0.939213742979848,0.4223433242506812,0.4983922829581994,0.45722713864306785
w2v,poly,5,0.1,0.1,"{0: 1, 1: 3}",0.9674313225715094,0.6078838174273858,0.8772455089820359,0.7181372549019607,0.939213742979848,0.4223433242506812,0.4983922829581994,0.45722713864306785
w2v,poly,5,0.1,1.0,"{0: 1, 1: 3}",0.9998583970546587,0.9979253112033195,1.0,0.9989615784008308,0.8957713908159894,0.48501362397820164,0.2870967741935484,0.3606889564336373
w2v,poly,5,0.1,1.0,"{0: 1, 1: 3}",0.9998583970546587,0.9979253112033195,1.0,0.9989615784008308,0.8957713908159894,0.48501362397820164,0.2870967741935484,0.3606889564336373
w2v,poly,5,0.1,1.0,"{0: 1, 1: 3}",0.9998583970546587,0.9979253112033195,1.0,0.9989615784008308,0.8957713908159894,0.48501362397820164,0.2870967741935484,0.3606889564336373
w2v,poly,3,0.1,0.01,"{0: 1, 1: 3}",0.9316057774001699,0.0,0.0,0.0,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
w2v,poly,3,0.1,0.01,"{0: 1, 1: 3}",0.9316057774001699,0.0,0.0,0.0,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
w2v,poly,3,0.1,0.01,"{0: 1, 1: 3}",0.9316057774001699,0.0,0.0,0.0,0.9395441030723488,0.0027247956403269754,1.0,0.005434782608695652
w2v,poly,3,0.1,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.5404564315352697,0.6993288590604027,0.609713282621416,0.9461513049223654,0.4768392370572207,0.5663430420711975,0.5177514792899409
w2v,poly,3,0.1,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.5404564315352697,0.6993288590604027,0.609713282621416,0.9461513049223654,0.4768392370572207,0.5663430420711975,0.5177514792899409
w2v,poly,3,0.1,0.1,"{0: 1, 1: 3}",0.9527754177286888,0.5404564315352697,0.6993288590604027,0.609713282621416,0.9461513049223654,0.4768392370572207,0.5663430420711975,0.5177514792899409
w2v,poly,3,0.1,1.0,"{0: 1, 1: 3}",0.9984423676012462,0.9875518672199171,0.9896049896049897,0.9885773624091382,0.9202180376610506,0.5149863760217984,0.3825910931174089,0.43902439024390244
w2v,poly,3,0.1,1.0,"{0: 1, 1: 3}",0.9984423676012462,0.9875518672199171,0.9896049896049897,0.9885773624091382,0.9202180376610506,0.5149863760217984,0.3825910931174089,0.43902439024390244
w2v,poly,3,0.1,1.0,"{0: 1, 1: 3}",0.9984423676012462,0.9875518672199171,0.9896049896049897,0.9885773624091382,0.9202180376610506,0.5149863760217984,0.3825910931174089,0.43902439024390244
w2v,poly,4,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.01,"{0: 1, 1: 3}",0.9317473803455112,0.0,0.0,0.0,0.9393789230260985,0.0,0.0,0.0
w2v,poly,4,0.1,0.1,"{0: 1, 1: 3}",0.9616964032851884,0.5798755186721992,0.8043165467625899,0.6738999397227246,0.942021803766105,0.444141689373297,0.5258064516129032,0.4815361890694239
w2v,poly,4,0.1,0.1,"{0: 1, 1: 3}",0.9616964032851884,0.5798755186721992,0.8043165467625899,0.6738999397227246,0.942021803766105,0.444141689373297,0.5258064516129032,0.4815361890694239
w2v,poly,4,0.1,0.1,"{0: 1, 1: 3}",0.9616964032851884,0.5798755186721992,0.8043165467625899,0.6738999397227246,0.942021803766105,0.444141689373297,0.5258064516129032,0.4815361890694239
