vectorization,kernel,degree,C,gamma,class_weight,train_accuracy,train_recall,train_precision,train_f1,test_accuracy,test_recall,test_precision,test_f1
tfidf,rbf,X,1.0,1.0,"{0: 1, 1: 1}",0.9783795588556453,0.6806451612903226,1.0,0.8099808061420346,0.9515964673913043,0.25935828877005346,0.9238095238095239,0.4050104384133612
tfidf,rbf,X,1.0,0.01,"{0: 1, 1: 3}",0.9322996287398996,0.0,0.0,0.0,0.9364809782608695,0.0,0.0,0.0
tfidf,rbf,X,1.0,0.01,"{0: 1, 1: 3}",0.9322996287398996,0.0,0.0,0.0,0.9364809782608695,0.0,0.0,0.0
tfidf,rbf,X,1.0,0.01,"{0: 1, 1: 3}",0.9322996287398996,0.0,0.0,0.0,0.9364809782608695,0.0,0.0,0.0
tfidf,rbf,X,1.0,0.1,"{0: 1, 1: 3}",0.9635291548373007,0.5311827956989247,0.8837209302325582,0.6635325721961048,0.9512567934782609,0.3449197860962567,0.7543859649122807,0.473394495412844
tfidf,rbf,X,1.0,0.1,"{0: 1, 1: 3}",0.9635291548373007,0.5311827956989247,0.8837209302325582,0.6635325721961048,0.9512567934782609,0.3449197860962567,0.7543859649122807,0.473394495412844
tfidf,rbf,X,1.0,0.1,"{0: 1, 1: 3}",0.9635291548373007,0.5311827956989247,0.8837209302325582,0.6635325721961048,0.9512567934782609,0.3449197860962567,0.7543859649122807,0.473394495412844
tfidf,rbf,X,1.0,1.0,"{0: 1, 1: 3}",0.999490427313096,0.9967741935483871,0.9957035445757251,0.9962385814078453,0.9548233695652174,0.3663101604278075,0.8253012048192772,0.5074074074074075
tfidf,rbf,X,1.0,1.0,"{0: 1, 1: 3}",0.999490427313096,0.9967741935483871,0.9957035445757251,0.9962385814078453,0.9548233695652174,0.3663101604278075,0.8253012048192772,0.5074074074074075
tfidf,rbf,X,1.0,1.0,"{0: 1, 1: 3}",0.999490427313096,0.9967741935483871,0.9957035445757251,0.9962385814078453,0.9548233695652174,0.3663101604278075,0.8253012048192772,0.5074074074074075
tfidf,rbf,X,1.0,0.01,"{0: 1, 1: 3}",0.9322996287398996,0.0,0.0,0.0,0.9364809782608695,0.0,0.0,0.0
tfidf,rbf,X,1.0,0.01,"{0: 1, 1: 3}",0.9322996287398996,0.0,0.0,0.0,0.9364809782608695,0.0,0.0,0.0
tfidf,rbf,X,1.0,0.01,"{0: 1, 1: 3}",0.9322996287398996,0.0,0.0,0.0,0.9364809782608695,0.0,0.0,0.0
tfidf,rbf,X,1.0,0.1,"{0: 1, 1: 3}",0.9635291548373007,0.5311827956989247,0.8837209302325582,0.6635325721961048,0.9512567934782609,0.3449197860962567,0.7543859649122807,0.473394495412844
tfidf,rbf,X,1.0,0.1,"{0: 1, 1: 3}",0.9635291548373007,0.5311827956989247,0.8837209302325582,0.6635325721961048,0.9512567934782609,0.3449197860962567,0.7543859649122807,0.473394495412844
tfidf,rbf,X,1.0,0.1,"{0: 1, 1: 3}",0.9635291548373007,0.5311827956989247,0.8837209302325582,0.6635325721961048,0.9512567934782609,0.3449197860962567,0.7543859649122807,0.473394495412844
tfidf,rbf,X,1.0,1.0,"{0: 1, 1: 3}",0.999490427313096,0.9967741935483871,0.9957035445757251,0.9962385814078453,0.9548233695652174,0.3663101604278075,0.8253012048192772,0.5074074074074075
tfidf,rbf,X,1.0,1.0,"{0: 1, 1: 3}",0.999490427313096,0.9967741935483871,0.9957035445757251,0.9962385814078453,0.9548233695652174,0.3663101604278075,0.8253012048192772,0.5074074074074075
tfidf,rbf,X,1.0,1.0,"{0: 1, 1: 3}",0.999490427313096,0.9967741935483871,0.9957035445757251,0.9962385814078453,0.9548233695652174,0.3663101604278075,0.8253012048192772,0.5074074074074075
