,precision,recall,f1-score,support
0,0.8999915247054835,0.5910608927975064,0.7135225936502604,17966.0
1,0.32762880937128214,0.7521008403361344,0.45642889016382987,4760.0
accuracy,0.6247909882953445,0.6247909882953445,0.6247909882953445,0.6247909882953445
macro avg,0.6138101670383829,0.6715808665668204,0.5849757419070452,22726.0
weighted avg,0.7801091641936997,0.6247909882953445,0.6596738728636984,22726.0
