train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc
0.9188982402448355,0.664326440302953,0.7711456301089078,47004,0.32428265524625266,0.7331525948876839,0.44967040798147156,10328,0.676725040117212,0.7331525948876839,0.32428265524625266,0.44967040798147156,0.31090080044379564,0.8999915247054835,0.5910608927975064,0.7135225936502604,17966,0.32762880937128214,0.7521008403361344,0.45642889016382987,4760,0.6247909882953445,0.7521008403361344,0.32762880937128214,0.45642889016382987,0.2794827156341537
