,precision,recall,f1-score,support
0,0.8466185005329859,0.7957252588222198,0.8203833352461839,17966.0
1,0.3715753424657534,0.45588235294117646,0.4094339622641509,4760.0
accuracy,0.7245445744961718,0.7245445744961718,0.7245445744961718,0.7245445744961718
macro avg,0.6090969214993697,0.6258038058816981,0.6149086487551674,22726.0
weighted avg,0.7471198895851717,0.7245445744961718,0.7343092784216447,22726.0
